temperature,humidity,soil_moisture,pump_on
19.48,42.55,22.08,0
17.93,55.01,31.24,0
35.83,75.6,70.36,0
33.61,81.65,47.64,0
28.64,45.4,20.99,1
32.01,81.71,38.57,0
33.48,76.37,68.09,0
28.85,57.76,18.54,1
28.91,80.32,41.47,0
29.23,86.75,38.29,0
30.99,79.66,43.16,0
18.86,59.72,28.16,0
26.06,57.17,19.5,1
34.55,80.74,74.74,0
20.08,60.97,27.57,0
30.12,59.4,25.14,1
30.19,80.16,43.27,0
24.59,63.31,29.21,0
26.14,81.93,42.19,0
31.7,46.11,19.77,1
16.91,62.21,22.33,0
31.07,57.58,18.16,1
29.79,68.32,40.27,0
19.7,37.23,22.98,0
19.53,58.79,27.39,0
29.59,81.5,58.7,0
23.69,47.22,20.64,0
16.77,54.11,26.01,0
30.76,78.88,59.17,0
31.72,76.57,46.69,0
34.68,48.68,17.99,1
33.33,49.4,16.89,1
30.73,76.58,60.17,0
28.81,65.6,20.09,1
32.22,47.26,20.72,1
31.6,80.98,69.99,0
17.51,51.13,19.41,0
26.52,41.06,16.19,1
27.08,79.01,54.38,0
21.29,56.03,26.4,0
25.54,41.37,18.1,1
19.77,65.97,30.79,0
22.42,60.19,25.29,0
23.59,49.31,21.0,0
30.7,73.65,38.26,0
20.66,64.41,30.38,0
30.4,73.69,36.63,0
19.16,60.21,29.45,0
26.66,43.45,21.09,1
29.59,81.69,70.07,0
19.43,45.2,20.02,0
26.96,82.33,43.6,0
28.97,48.99,20.47,1
32.86,40.03,17.81,1
27.8,49.39,22.12,1
29.68,78.31,72.63,0
18.27,65.37,25.89,0
20.73,55.78,24.28,0
28.31,64.35,24.13,1
21.7,59.82,27.61,0
34.46,77.54,46.78,0
29.51,64.08,24.52,1
27.92,71.37,36.38,0
19.02,53.31,24.96,0
31.49,54.11,19.18,1
29.14,37.33,11.89,1
29.41,79.71,45.39,0
35.17,70.41,64.3,0
16.82,58.43,31.11,0
18.63,65.08,30.46,0
29.3,62.59,37.53,0
33.65,79.4,56.87,0
25.28,78.33,69.17,0
25.16,62.46,22.33,1
20.0,48.77,24.01,0
25.96,64.14,22.5,1
24.75,57.09,28.17,0
32.26,83.06,64.98,0
28.43,62.24,20.01,1
30.93,74.0,43.24,0
31.06,75.33,42.78,0
29.99,76.61,21.17,1
20.2,38.65,21.03,0
18.54,60.11,25.73,0
29.61,74.12,49.93,0
28.69,62.74,20.28,1
22.67,53.33,22.64,0
29.17,71.86,63.85,0
29.72,61.64,25.05,1
16.16,48.46,25.23,0
31.4,72.82,61.23,0
22.06,47.77,20.69,0
17.65,60.21,30.35,0
19.5,61.65,27.18,0
20.67,75.46,23.01,0
21.94,48.94,20.07,0
26.04,59.5,25.62,1
25.64,39.0,15.8,1
18.78,46.03,20.13,0
26.62,44.91,18.88,1
28.48,43.44,18.4,1
28.27,76.32,39.8,0
18.98,49.54,22.1,0
18.47,55.07,21.35,0
25.52,63.38,21.51,1
28.62,51.79,15.29,1
29.36,43.06,17.91,1
29.15,77.48,46.38,0
18.05,54.58,30.48,0
35.97,81.43,45.31,0
19.38,50.4,25.97,0
31.03,77.37,45.85,0
26.82,64.63,19.41,1
19.87,50.54,18.72,0
20.79,52.84,22.09,0
33.69,45.93,22.07,1
26.61,47.11,18.06,1
30.55,51.56,21.46,1
31.93,82.67,58.44,0
19.32,63.89,22.38,0
17.71,64.32,29.87,0
30.51,76.69,61.81,0
19.28,55.03,26.05,0
30.37,80.48,58.36,0
22.63,52.86,23.46,0
18.92,60.89,27.46,0
27.13,77.13,61.93,0
30.48,73.64,66.85,0
27.48,56.26,23.3,1
21.07,53.65,22.26,0
27.97,63.03,24.79,1
18.35,47.99,23.48,0
26.98,64.44,19.72,1
29.41,60.81,22.28,1
23.93,53.57,20.33,0
17.67,59.49,25.14,0
21.06,56.49,26.17,0
29.62,82.09,41.2,0
25.36,57.91,25.34,1
27.87,63.54,23.28,1
27.4,39.79,24.21,1
18.57,46.75,24.07,0
25.69,54.38,22.09,1
20.54,59.57,24.5,0
29.69,65.15,22.64,1
29.94,64.92,18.71,1
31.87,69.94,23.86,1
25.87,55.21,19.86,1
20.11,54.15,26.84,0
21.51,42.42,25.3,0
19.04,52.17,25.07,0
20.25,44.8,23.47,0
28.39,58.66,24.38,1
31.01,81.4,48.52,0
19.5,57.79,34.11,0
22.88,42.91,17.37,0
33.2,80.84,69.37,0
34.69,75.68,42.45,0
19.43,58.11,23.68,0
26.49,62.91,20.65,1
31.27,57.35,21.18,1
19.19,47.23,25.52,0
30.88,47.02,18.81,1
30.46,70.87,37.62,0
16.42,52.23,28.49,0
28.98,85.33,36.61,0
24.81,47.5,21.44,0
22.95,57.91,25.05,0
19.18,64.88,26.93,0
21.61,69.28,27.36,0
29.94,79.08,59.96,0
31.89,74.38,47.92,0
30.56,61.22,20.43,1
31.12,57.5,21.79,1
17.65,47.28,21.84,0
27.88,52.56,18.88,1
28.67,79.37,64.7,0
33.08,76.49,38.43,0
19.82,42.98,24.07,0
30.94,74.29,60.21,0
32.21,82.79,49.88,0
28.55,75.82,71.67,0
19.91,48.76,20.87,0
17.71,56.54,27.38,0
29.44,67.91,20.31,1
30.55,67.58,68.47,0
25.56,46.79,18.16,1
33.57,76.68,38.74,0
28.17,76.54,58.93,0
35.88,47.55,16.53,1
27.44,70.94,23.98,1
22.33,47.85,22.16,0
29.66,78.73,42.24,0
21.16,40.67,18.54,0
19.22,47.45,24.17,0
22.03,45.92,22.8,0
26.95,59.23,21.43,1
31.76,75.41,47.2,0
20.72,54.86,28.71,0
31.61,76.04,40.8,0
31.75,72.77,43.44,0
31.86,80.76,68.95,0
27.15,41.73,15.21,1
20.95,53.59,30.04,0
28.82,85.75,73.56,0
31.74,78.92,46.38,0
25.02,62.92,28.92,1
29.49,77.76,48.86,0
27.15,80.33,41.06,0
29.65,44.47,17.6,1
31.85,73.67,71.92,0
20.77,62.92,28.68,0
28.84,47.48,18.18,1
25.93,67.64,24.0,1
29.97,64.81,23.56,1
17.88,52.85,25.84,0
28.92,52.51,18.07,1
31.05,45.48,17.07,1
23.49,45.66,19.4,0
24.76,56.89,25.41,0
27.78,44.28,15.03,1
21.32,52.05,25.34,0
27.5,55.0,26.65,1
27.91,83.35,59.09,0
28.46,50.47,31.59,0
26.88,45.93,15.35,1
21.13,57.13,23.41,0
23.04,48.83,20.17,0
17.98,57.2,29.44,0
25.64,51.77,25.21,1
28.78,71.93,76.35,0
32.88,49.2,17.63,1
28.67,43.97,19.18,1
29.59,78.25,44.58,0
19.41,64.34,23.45,0
31.57,72.99,40.17,0
17.02,44.99,19.0,0
18.35,48.68,25.92,0
26.53,39.75,17.59,1
18.77,52.89,24.63,0
25.31,59.51,22.77,1
30.53,83.62,58.33,0
19.77,61.21,28.61,0
32.72,83.03,67.18,0
26.04,46.96,20.73,1
29.27,90.74,48.03,0
31.25,75.93,64.99,0
18.7,46.53,22.04,0
28.71,59.22,22.1,1
32.33,83.55,46.85,0
28.22,79.19,47.75,0
30.65,81.56,42.43,0
29.58,73.93,40.99,0
20.89,67.07,26.22,0
28.96,71.2,44.95,0
32.22,83.5,45.38,0
18.0,65.48,23.08,0
20.22,62.98,31.07,0
19.78,45.18,27.39,0
23.45,47.62,25.96,0
19.03,41.82,19.72,0
30.24,74.05,39.84,0
26.46,48.04,15.67,1
30.5,80.3,45.85,0
28.14,77.54,70.5,0
30.03,55.45,23.24,1
33.5,75.26,69.24,0
27.49,58.25,20.74,1
21.4,60.1,29.03,0
27.84,81.49,73.03,0
33.26,75.27,63.3,0
27.68,52.58,16.34,1
18.73,56.77,29.16,0
16.53,55.62,23.01,0
28.16,48.3,16.97,1
31.54,77.65,63.88,0
33.31,86.33,71.45,0
31.16,75.29,45.09,0
17.9,41.29,21.04,0
21.4,59.41,28.35,0
19.52,58.59,27.21,0
21.15,58.92,25.02,0
18.86,64.26,25.03,0
21.17,67.57,25.45,0
17.44,66.26,25.26,0
19.85,43.92,22.53,0
19.42,50.22,29.16,0
24.62,53.01,18.81,0
27.18,46.65,19.02,1
28.13,72.78,41.35,0
32.92,86.54,69.24,0
23.34,44.76,25.02,0
28.9,89.45,67.71,0
29.87,78.9,63.77,0
24.78,52.7,18.45,0
19.05,44.78,21.56,0
20.19,44.93,24.81,0
30.35,92.46,44.45,0
32.46,78.64,71.48,0
27.73,49.15,17.08,1
21.13,68.26,23.75,0
31.6,57.52,24.28,1
30.14,67.68,24.99,1
18.97,59.37,29.35,0
33.4,73.95,42.81,0
30.93,65.48,22.31,1
18.33,65.14,27.54,0
29.31,58.41,24.47,1
19.97,56.56,25.39,0
21.69,54.38,24.99,0
20.36,47.14,25.6,0
16.71,51.65,22.83,0
33.92,80.14,61.63,0
29.55,86.64,55.33,0
23.58,56.77,26.69,0
26.41,46.22,15.06,1
19.93,47.14,21.05,0
30.68,84.99,67.02,0
16.26,47.79,26.38,0
27.45,90.1,45.53,0
28.11,50.54,10.68,1
15.62,42.51,19.86,0
30.35,77.54,40.08,0
23.23,61.34,26.53,0
20.68,46.8,19.43,0
18.94,53.65,26.39,0
18.8,40.09,17.31,0
26.46,57.97,27.41,1
27.16,68.39,25.92,1
19.27,48.2,21.67,0
20.71,41.39,20.25,0
30.1,79.21,47.19,0
28.18,80.11,37.0,0
30.29,73.55,68.44,0
30.73,72.96,61.43,0
30.62,76.73,41.16,0
15.72,40.13,16.82,0
24.7,76.67,34.06,0
16.78,57.24,27.32,0
19.62,49.54,25.86,0
19.59,44.57,27.15,0
21.29,54.02,23.83,0
30.6,72.25,73.78,0
23.82,57.6,20.12,0
33.55,52.42,20.08,1
33.02,82.59,45.24,0
31.36,77.02,50.43,0
33.35,78.43,52.87,0
27.69,64.22,23.56,1
16.89,56.2,29.76,0
16.99,58.72,21.99,0
25.26,52.85,18.61,1
21.48,41.27,19.89,0
21.18,54.68,26.0,0
31.33,77.75,50.47,0
29.96,82.19,66.01,0
29.27,91.6,45.83,0
28.69,72.09,46.02,0
28.58,65.71,23.57,1
30.57,76.95,40.19,0
26.49,73.0,69.43,0
22.36,52.51,21.82,0
29.04,77.7,41.38,0
27.02,43.33,14.82,1
30.51,58.05,21.16,1
25.5,76.93,50.4,0
20.37,40.68,23.6,0
26.12,85.07,50.41,0
31.35,90.75,41.54,0
23.9,57.52,24.29,0
22.14,50.42,20.63,0
32.27,72.83,46.57,0
32.86,54.2,23.52,1
31.62,78.05,69.76,0
19.05,45.81,22.04,0
30.97,78.82,70.5,0
28.92,40.25,15.96,1
19.51,47.89,20.31,0
30.74,61.58,16.31,1
19.89,68.23,20.91,0
31.99,76.7,69.51,0
26.78,58.66,23.65,1
20.87,40.56,25.81,0
29.14,59.86,25.11,1
27.13,42.92,19.13,1
31.22,52.56,16.43,1
20.66,58.72,32.31,0
31.01,75.36,42.44,0
20.8,46.46,21.98,0
28.05,59.91,25.12,1
30.03,75.56,53.39,0
18.1,63.28,21.53,0
31.02,47.12,18.27,1
18.8,45.76,24.51,0
25.23,43.85,24.41,1
19.97,63.08,23.19,0
27.5,61.86,21.53,1
21.73,42.41,22.99,0
17.53,53.09,20.83,0
25.62,34.09,20.31,1
25.39,80.29,40.29,0
31.17,81.47,66.11,0
33.66,81.25,45.73,0
32.79,81.97,66.99,0
34.71,77.12,60.88,0
19.84,58.71,28.05,0
31.76,52.12,14.51,1
26.95,49.58,18.43,1
17.41,53.39,23.17,0
17.89,43.67,22.95,0
22.02,60.07,29.98,0
20.11,47.65,21.49,0
31.69,75.62,44.22,0
18.14,49.06,23.22,0
28.58,76.52,43.09,0
31.5,49.9,18.76,1
18.31,62.01,27.76,0
30.63,63.77,23.98,1
20.81,50.36,24.5,0
21.54,61.33,27.97,0
22.57,58.47,28.06,0
22.68,46.28,25.93,0
33.5,93.25,33.73,0
25.17,62.66,21.01,1
36.85,77.62,74.24,0
33.82,43.95,18.49,1
32.58,76.65,43.94,0
28.86,60.59,27.23,1
32.14,77.81,54.58,0
28.45,53.79,19.54,1
29.14,73.01,62.75,0
19.71,54.42,29.24,0
18.94,48.4,19.61,0
20.42,62.01,26.33,0
33.94,68.25,48.8,0
33.12,76.99,65.98,0
22.59,41.05,21.58,0
16.64,41.12,25.6,0
29.43,45.45,19.21,1
31.75,74.9,61.57,0
26.0,52.12,21.51,1
28.49,57.36,18.31,1
32.42,88.03,61.17,0
20.71,52.24,29.75,0
28.57,40.38,14.49,1
28.26,36.45,19.0,1
26.14,78.32,64.81,0
26.58,62.49,20.43,1
22.02,49.26,20.99,0
17.69,58.46,28.05,0
32.39,79.07,42.24,0
30.52,71.72,37.54,0
20.72,54.23,23.44,0
28.98,80.64,69.88,0
22.6,43.25,22.0,0
19.24,47.18,25.11,0
25.54,63.64,25.76,1
26.4,78.78,69.71,0
19.3,55.4,31.93,0
33.08,90.48,66.92,0
22.85,46.04,19.89,0
14.76,58.74,30.58,0
29.37,55.77,18.62,1
30.58,55.18,17.05,1
24.87,62.48,26.25,0
27.88,83.72,60.75,0
16.91,59.05,26.6,0
18.13,53.52,18.07,0
28.18,53.09,24.64,1
28.6,43.83,14.9,1
24.9,76.85,48.59,0
26.7,58.73,22.74,1
18.12,47.45,19.37,0
29.11,65.7,18.68,1
29.4,67.13,44.04,0
20.73,45.53,21.93,0
30.52,49.88,17.9,1
25.08,55.21,25.67,1
31.55,84.88,42.14,0
35.08,58.85,27.89,1
27.03,57.84,22.39,1
31.37,80.07,67.13,0
31.55,81.77,47.57,0
31.7,52.45,18.17,1
32.96,78.84,50.75,0
29.56,85.26,53.15,0
28.23,71.69,56.44,0
37.05,75.3,46.48,0
16.93,44.06,18.01,0
29.21,63.2,20.67,1
30.15,68.74,47.85,0
30.41,72.84,62.35,0
24.98,38.42,16.06,0
28.17,79.47,58.99,0
23.14,53.36,15.0,0
35.01,81.03,70.81,0
26.54,76.06,44.42,0
26.53,84.01,38.0,0
30.04,47.27,15.59,1
26.48,76.73,67.41,0
32.12,79.71,43.6,0
17.76,61.7,28.08,0
27.54,84.29,63.33,0
29.14,83.51,54.86,0
18.31,55.21,30.1,0
29.83,85.25,61.07,0
18.77,48.29,23.62,0
19.24,47.9,18.65,0
24.75,74.8,47.34,0
34.15,54.45,22.08,1
18.81,47.34,23.33,0
21.29,43.33,19.07,0
30.92,65.94,20.1,1
29.61,83.29,52.04,0
19.84,44.75,24.9,0
27.66,76.79,67.8,0
21.37,51.01,23.08,0
28.17,86.34,51.95,0
28.33,56.85,22.59,1
29.32,80.62,72.52,0
18.07,35.07,27.29,0
32.47,79.38,41.4,0
28.23,39.24,19.34,1
17.15,59.57,33.81,0
27.85,68.66,24.08,1
21.23,50.66,21.84,0
31.88,70.04,40.35,0
19.23,50.48,19.89,0
30.9,83.58,41.42,0
27.53,60.49,23.91,1
29.9,44.24,19.08,1
32.92,79.93,40.77,0
27.56,75.77,52.19,0
19.27,42.7,23.26,0
29.02,40.86,16.02,1
31.03,85.66,43.06,0
32.35,83.15,43.82,0
20.84,61.98,28.15,0
27.8,46.62,15.48,1
30.65,63.07,23.79,1
29.86,50.85,16.17,1
24.23,63.25,21.64,0
30.77,82.61,51.9,0
21.95,54.83,26.76,0
22.5,47.14,23.41,0
26.82,52.33,15.93,1
26.12,57.51,22.98,1
20.72,66.38,25.76,0
28.29,56.85,27.3,1
29.66,62.97,20.72,1
30.01,82.06,39.74,0
23.56,53.7,27.69,0
18.74,61.46,21.53,0
32.44,72.24,70.34,0
24.08,68.64,26.7,0
30.48,50.1,16.99,1
24.26,48.16,22.79,0
29.05,76.03,61.87,0
27.93,55.0,22.77,1
26.36,62.16,24.21,1
16.74,54.41,24.43,0
20.73,47.74,15.91,0
21.98,59.26,28.34,0
22.86,60.05,22.01,0
24.47,56.66,26.39,0
31.92,82.68,45.89,0
34.03,45.24,13.56,1
35.31,71.26,62.78,0
28.93,79.29,67.84,0
31.85,73.67,72.14,0
21.28,57.87,30.35,0
16.85,55.55,20.9,0
27.77,61.91,14.54,1
15.65,55.75,25.52,0
24.97,49.02,23.05,0
20.39,64.01,29.49,0
27.78,72.41,45.64,0
31.97,79.19,65.93,0
26.52,68.43,46.61,0
16.75,46.82,24.66,0
25.8,51.05,22.57,1
28.58,70.0,24.05,1
29.75,58.17,24.42,1
27.78,50.44,20.18,1
27.94,57.7,23.75,1
24.63,63.8,23.57,0
18.98,45.29,24.78,0
27.81,66.33,57.31,0
34.09,81.27,42.51,0
21.39,48.05,29.78,0
28.2,76.35,67.35,0
18.96,42.69,20.92,0
27.4,48.12,13.9,1
28.12,45.9,18.24,1
30.09,83.47,36.7,0
29.09,75.43,40.33,0
32.4,78.83,49.1,0
20.62,45.27,23.96,0
30.2,42.55,17.75,1
21.77,54.42,26.68,0
29.79,51.82,26.58,1
30.42,46.41,18.49,1
18.3,56.22,30.89,0
27.09,72.7,67.14,0
34.58,46.7,21.54,1
29.8,79.81,61.4,0
24.45,39.47,13.01,0
29.42,78.44,68.94,0
24.19,62.92,30.22,0
21.32,54.26,26.66,0
29.09,48.66,16.2,1
30.07,84.61,68.0,0
30.78,84.2,40.53,0
20.18,67.47,25.51,0
19.31,51.98,25.38,0
28.68,59.78,17.6,1
28.5,78.6,66.57,0
23.78,58.06,22.22,0
23.76,52.75,14.29,0
29.37,81.88,48.52,0
24.31,53.53,16.23,0
34.72,83.76,49.91,0
24.75,64.21,19.84,0
15.42,52.09,19.67,0
19.85,53.83,21.17,0
19.1,45.28,18.21,0
33.15,79.2,61.19,0
18.48,64.67,26.08,0
18.3,57.61,30.58,0
22.37,57.9,27.19,0
30.92,70.09,25.69,1
18.08,50.83,32.04,0
28.29,42.49,18.02,1
26.27,45.43,17.11,1
31.75,61.91,25.0,1
16.02,49.52,24.08,0
28.37,50.22,19.98,1
16.99,44.44,21.63,0
28.54,71.85,43.71,0
28.38,40.29,15.86,1
21.32,41.78,26.62,0
23.62,57.04,26.88,0
28.01,40.43,15.91,1
24.97,52.6,22.44,0
30.1,57.39,21.8,1
28.56,71.35,65.43,0
31.18,67.35,68.2,0
22.39,62.0,23.42,0
18.04,57.01,30.1,0
25.5,54.83,15.41,1
27.05,58.79,16.44,1
33.7,76.38,44.83,0
26.19,59.38,21.3,1
21.06,45.7,20.18,0
25.93,66.72,21.12,1
27.94,66.72,73.11,0
30.82,68.76,44.37,0
33.47,86.66,51.89,0
21.18,46.51,22.84,0
29.28,80.49,40.22,0
28.91,59.59,24.82,1
34.38,78.1,46.84,0
32.36,85.74,42.0,0
30.67,86.11,46.78,0
27.7,42.68,16.43,1
27.47,41.05,18.04,1
24.42,54.64,12.83,0
24.4,63.48,19.79,0
29.32,77.03,42.27,0
28.66,77.16,46.63,0
29.63,64.16,24.38,1
28.45,67.67,22.68,1
30.3,70.18,38.95,0
31.45,75.47,64.7,0
16.51,45.06,22.61,0
32.72,50.06,16.14,1
17.67,62.94,26.09,0
28.42,68.11,24.72,1
17.88,60.33,26.95,0
23.42,51.41,17.05,0
27.74,76.28,58.6,0
30.09,67.42,20.13,1
31.06,78.99,73.01,0
30.75,78.86,65.34,0
22.44,45.49,19.08,0
19.9,53.56,21.29,0
23.03,42.86,18.22,0
20.48,46.64,25.34,0
31.98,84.27,43.31,0
28.46,77.74,42.12,0
26.14,69.77,64.5,0
26.2,45.28,18.65,1
26.09,59.82,23.9,1
23.3,47.84,24.78,0
30.37,91.94,52.33,0
33.3,45.67,16.7,1
20.01,59.82,32.59,0
28.88,81.38,44.62,0
19.84,54.43,28.65,0
24.23,51.01,20.64,0
28.14,74.13,37.88,0
30.52,73.5,44.2,0
31.49,51.99,21.97,1
20.13,57.64,28.13,0
31.64,80.38,42.1,0
32.49,82.67,43.3,0
21.84,64.72,25.47,0
31.45,71.63,48.39,0
18.71,54.74,22.0,0
28.6,68.09,20.02,1
18.7,65.82,29.18,0
33.75,76.49,48.44,0
32.84,54.43,23.91,1
26.51,38.48,16.48,1
15.8,45.77,25.68,0
23.02,61.62,31.73,0
23.69,55.61,24.73,0
30.05,73.93,46.19,0
17.79,51.35,23.45,0
30.35,85.16,64.44,0
23.03,55.48,22.82,0
30.45,76.96,49.48,0
20.89,46.96,21.84,0
20.81,66.85,30.24,0
22.92,65.36,27.54,0
26.88,81.35,58.94,0
26.44,63.01,23.1,1
23.31,57.45,20.14,0
30.36,59.02,21.97,1
20.14,73.28,27.12,0
18.49,50.91,25.59,0
18.27,49.98,19.82,0
27.61,72.88,63.58,0
16.04,60.89,25.86,0
26.97,70.19,51.25,0
28.31,78.51,47.82,0
25.01,49.34,19.23,1
22.2,45.02,26.48,0
31.27,58.35,23.15,1
19.27,52.26,25.94,0
16.76,51.37,23.28,0
29.53,72.3,52.6,0
33.74,77.91,39.6,0
31.53,79.88,65.08,0
29.01,58.25,18.93,1
30.44,77.76,41.11,0
25.26,77.54,68.96,0
19.77,42.23,25.28,0
25.92,45.8,19.55,1
27.43,73.2,66.14,0
22.21,59.89,23.96,0
19.51,52.01,27.51,0
32.2,58.25,23.7,1
31.39,81.27,37.86,0
32.89,76.66,34.4,0
26.45,75.06,68.81,0
36.5,56.28,24.66,1
28.97,73.18,44.57,0
30.73,68.47,21.09,1
32.84,82.56,76.71,0
28.84,47.89,15.74,1
33.25,80.39,32.97,0
21.27,42.54,22.1,0
32.05,72.44,65.88,0
26.99,57.26,20.6,1
29.97,46.8,16.3,1
32.23,42.63,17.04,1
25.86,60.87,19.38,1
18.1,58.13,19.83,0
32.7,79.22,68.67,0
31.77,81.02,59.75,0
22.51,53.87,24.72,0
31.28,67.02,24.94,1
19.58,65.69,26.92,0
20.82,38.33,21.62,0
27.34,40.8,19.17,1
32.19,74.1,65.73,0
27.36,50.8,19.44,1
31.24,72.1,47.15,0
21.85,46.51,25.89,0
18.49,40.41,21.75,0
25.93,57.51,24.3,1
18.28,55.72,25.86,0
30.04,49.96,13.62,1
30.76,74.18,71.38,0
32.47,80.13,40.82,0
18.81,60.8,27.84,0
18.81,54.61,31.72,0
31.17,82.59,40.57,0
29.09,34.64,17.54,1
27.76,79.89,42.89,0
33.09,76.87,49.84,0
33.05,52.22,17.95,1
30.39,80.53,36.26,0
30.99,78.66,64.58,0
30.3,69.21,49.98,0
30.04,83.69,44.44,0
15.83,43.29,22.48,0
25.27,68.39,23.62,1
28.75,68.86,50.7,0
20.7,67.77,28.3,0
20.09,50.29,22.65,0
29.52,75.68,65.73,0
20.21,46.82,20.32,0
22.21,58.91,28.49,0
17.23,49.95,23.47,0
29.92,82.63,38.07,0
18.63,43.11,21.28,0
35.65,79.35,44.17,0
27.57,77.11,57.68,0
21.71,63.76,28.92,0
27.71,53.11,17.02,1
18.6,66.96,25.45,0
30.26,73.22,45.54,0
34.92,88.39,64.01,0
31.43,76.6,66.41,0
26.57,53.65,23.35,1
27.82,77.78,60.52,0
19.0,65.83,25.49,0
31.38,53.53,19.29,1
24.15,66.73,17.14,0
22.21,64.83,19.85,0
31.94,75.05,49.66,0
29.05,73.02,36.86,0
23.73,39.84,21.41,0
31.38,79.63,36.5,0
29.44,79.34,70.41,0
28.65,52.02,19.82,1
30.05,42.78,14.4,1
19.88,49.94,19.28,0
32.42,79.03,68.9,0
30.02,44.12,22.82,1
21.68,63.84,20.72,0
33.19,85.54,69.1,0
25.45,53.95,18.66,1
28.35,55.32,21.67,1
27.47,75.35,47.49,0
28.7,60.91,25.27,1
20.62,58.44,28.79,0
27.97,40.61,18.44,1
28.4,58.05,23.22,1
29.77,89.5,71.49,0
23.15,43.35,22.57,0
30.55,83.7,64.47,0
24.51,47.74,23.5,0
29.56,71.13,56.37,0
29.69,81.99,46.52,0
28.77,55.74,18.01,1
33.94,73.0,45.61,0
27.61,57.36,23.64,1
30.59,81.24,48.31,0
31.74,71.03,66.5,0
19.78,65.41,31.13,0
15.86,61.2,24.7,0
22.44,40.51,17.97,0
31.44,77.61,52.17,0
17.65,57.17,29.18,0
20.65,51.01,29.11,0
22.2,44.99,26.89,0
23.91,56.21,25.35,0
23.81,56.16,28.07,0
22.75,53.61,19.37,0
29.59,82.13,58.13,0
23.4,55.59,19.43,0
28.83,49.6,16.26,1
17.48,46.73,20.04,0
18.75,59.96,30.24,0
19.05,50.31,21.33,0
18.39,61.2,26.01,0
20.17,48.02,19.81,0
18.96,61.55,30.45,0
29.92,78.06,46.79,0
29.87,65.15,21.21,1
32.25,82.02,49.51,0
29.46,76.08,35.63,0
24.46,58.31,25.65,0
27.16,53.73,16.34,1
17.89,50.14,30.65,0
28.31,64.68,23.05,1
23.27,63.06,21.82,0
20.53,43.49,23.93,0
24.19,42.16,19.63,0
30.39,80.73,64.65,0
29.02,82.61,45.49,0
30.94,72.96,50.98,0
31.0,82.32,47.27,0
28.95,82.52,41.34,0
28.9,42.53,20.14,1
15.98,52.4,20.21,0
31.01,45.82,12.01,1
35.53,76.28,60.03,0
31.67,86.17,67.42,0
20.93,35.94,23.47,0
34.02,81.67,47.36,0
33.36,53.39,21.09,1
20.06,68.81,30.64,0
33.02,71.47,47.53,0
23.9,51.81,17.25,0
30.64,63.54,25.06,1
21.61,66.72,24.48,0
34.02,74.63,44.23,0
25.53,79.49,35.67,0
21.6,51.53,21.72,0
26.83,47.76,15.57,1
30.6,84.63,67.71,0
23.41,47.46,20.86,0
27.57,41.49,16.81,1
20.92,46.6,21.79,0
29.36,66.29,46.54,0
21.56,47.91,23.53,0
25.39,46.52,14.37,1
19.71,53.46,27.88,0
29.69,56.4,24.98,1
19.89,54.59,28.52,0
20.35,46.4,24.54,0
27.9,73.09,67.99,0
29.91,49.04,19.79,1
18.82,58.34,27.62,0
27.0,61.31,29.87,1
18.94,42.89,26.67,0
25.75,43.16,17.58,1
30.57,76.64,48.4,0
20.92,50.94,21.76,0
29.83,44.67,13.85,1
33.1,65.82,38.72,0
21.25,49.91,18.18,0
24.34,46.23,15.69,0
32.86,80.84,43.12,0
28.63,58.57,25.56,1
20.2,49.39,21.88,0
32.13,41.7,20.24,1
22.98,48.01,13.59,0
33.21,73.65,46.0,0
25.04,57.4,21.53,1
26.27,58.72,22.23,1
21.34,59.08,27.52,0
26.56,57.05,32.1,0
19.85,63.61,30.4,0
28.28,75.23,71.14,0
17.52,62.03,27.5,0
23.22,59.29,17.42,0
30.02,50.57,17.67,1
29.17,73.44,53.07,0
30.1,82.61,46.08,0
31.82,84.0,43.31,0
20.37,63.78,27.47,0
19.68,40.71,19.57,0
33.65,47.36,17.83,1
25.05,42.41,15.09,1
29.99,88.23,43.57,0
29.82,78.19,42.83,0
17.07,38.37,25.69,0
21.26,43.21,23.3,0
24.61,43.52,16.43,0
32.55,80.49,44.93,0
32.58,74.23,48.58,0
25.62,48.75,18.51,1
29.35,70.3,64.09,0
21.84,57.78,24.49,0
21.33,48.12,22.88,0
22.85,57.61,27.77,0
17.76,42.46,24.78,0
20.11,45.14,21.93,0
31.83,61.08,20.59,1
27.74,76.96,61.72,0
32.13,84.02,43.22,0
20.91,61.3,28.03,0
30.81,78.72,48.97,0
19.12,54.75,25.65,0
26.36,44.38,21.77,1
20.02,62.27,25.23,0
23.61,55.5,18.65,0
26.65,70.97,64.99,0
22.12,46.99,25.63,0
31.05,70.11,62.19,0
20.58,41.76,25.35,0
24.34,50.76,17.35,0
20.15,64.55,25.14,0
20.32,48.08,22.87,0
32.19,79.36,41.29,0
23.79,46.79,18.86,0
28.15,63.41,21.44,1
20.41,52.1,30.39,0
31.51,73.62,69.19,0
33.18,59.61,19.76,1
35.32,77.13,71.86,0
24.88,51.83,15.63,0
21.08,56.46,22.23,0
26.34,47.07,19.42,1
20.38,49.29,28.68,0
25.82,66.58,26.36,1
29.04,81.79,48.2,0
27.25,45.81,15.3,1
29.73,64.58,20.9,1
19.51,44.5,24.96,0
27.55,48.41,14.37,1
26.0,69.74,63.37,0
22.45,46.87,24.33,0
